symbol	zacks	value	growth	momtum	vgm	industry	date
LSTR	3	B	B	B	B	Transportation - Truck	2022-10-23
LSXMK	2	B	C	C	B	Satellite and Communication	2022-10-23
LTC	4	F	D	B	F	REIT and Equity Trust - Other	2022-10-23
LTCH	3	F	F	D	F	Automotive - Original Equipment	2022-10-23
LTH	3	B	A	D	B	Medical Services	2022-10-23
LTHM	2	F	A	B	C	Chemical - Specialty	2022-10-23
LTRX	3	C	D	D	D	Computer - Networking	2022-10-23
LTRY	None	None	None	None	None	None	2022-10-23
LU	TimeoutError()
LUCD	3	F	F	D	F	Medical - Instruments	2022-10-23
LULU	2	D	B	C	C	Textile - Apparel	2022-10-23
LUMN	3	A	C	D	B	Technology Services	2022-10-23
LUMO	3	D	D	C	D	Medical - Biomedical and Genetics	2022-10-23
LUNA	TimeoutError()
LUNG	2	F	F	C	F	Medical Info Systems	2022-10-23
LUV	TimeoutError()
LVHD	TimeoutError()
LVLU	3	A	A	F	A	Retail - Apparel and Shoes	2022-10-23
LVO	3	D	A	D	B	Audio Video Production	2022-10-23
LVOL	TimeoutError()
LVOX	3	F	A	F	D	Internet - Services	2022-10-23
LVS	3	F	D	F	F	Gaming	2022-10-23
LVTX	1	D	F	B	F	Medical - Biomedical and Genetics	2022-10-23
LW	1	C	A	A	A	Food - Miscellaneous	2022-10-23
LX	None	None	None	None	None	None	2022-10-23
LXFR	4	C	F	F	F	Manufacturing - General Industrial	2022-10-23
LXP	3	C	F	D	F	REIT and Equity Trust - Residential	2022-10-23
LXRX	3	F	D	B	F	Medical - Biomedical and Genetics	2022-10-23
LXU	3	A	A	F	A	Diversified Operations	2022-10-23
LYB	TimeoutError()
LYEL	3	F	C	A	D	Medical - Drugs	2022-10-23
LYFT	3	D	A	D	C	Internet - Services	2022-10-23
LYG	3	B	D	B	C	Banks - Foreign	2022-10-23
LYRA	3	D	B	C	C	Medical - Drugs	2022-10-23
LYTS	2	A	B	B	A	Building Products - Lighting	2022-10-23
LYV	1	B	A	C	A	Leisure and Recreation Services	2022-10-23
LZ	3	D	B	B	C	Industrial Services	2022-10-23
LZB	3	A	C	C	A	Furniture	2022-10-23
M	3	A	A	D	A	Retail - Regional Department Stores	2022-10-23
MA	3	C	B	F	C	Financial Transaction Services	2022-10-23
MAA	3	D	B	B	C	REIT and Equity Trust - Residential	2022-10-23
MAC	TimeoutError()
MAG	3	F	D	B	F	Mining - Silver	2022-10-23
MAIN	3	D	F	C	F	Financial - SBIC & Commercial Industry	2022-10-23
MAN	4	A	B	D	A	Staffing Firms	2022-10-23
MANH	2	F	A	B	C	Computer - Software	2022-10-23
MANT	None	None	None	None	None	None	2022-10-23
MANU	4	D	C	D	D	Leisure and Recreation Services	2022-10-23
MAPS	3	B	C	C	B	Technology Services	2022-10-23
MAR	3	C	B	A	B	Hotels and Motels	2022-10-23
MARA	TimeoutError()
MAS	TimeoutError()
MASI	3	C	D	B	D	Medical - Instruments	2022-10-23
MASS	3	F	F	D	F	Medical - Instruments	2022-10-23
MAT	3	B	C	D	C	Toys - Games - Hobbies	2022-10-23
MATW	3	A	D	D	B	Funeral Services	2022-10-23
MATX	3	A	A	F	A	Transportation - Services	2022-10-23
MAX	3	C	A	D	B	Technology Services	2022-10-23
MAXN	4	D	A	B	B	Solar	2022-10-23
MAXR	3	B	F	F	D	Satellite and Communication	2022-10-23
MBBB	TimeoutError()
MBCN	None	None	None	None	None	None	2022-10-23
MBII	None	None	None	None	None	None	2022-10-23
MBIN	3	A	C	B	A	Banks - Northeast	2022-10-23
MBIO	3	D	C	C	D	Medical - Biomedical and Genetics	2022-10-23
MBOT	4	F	D	A	F	Medical - Instruments	2022-10-23
MBRX	3	D	F	C	F	Medical - Biomedical and Genetics	2022-10-23
MBT	None	None	None	None	None	None	2022-10-23
MBUU	3	A	A	D	A	Leisure and Recreation Products	2022-10-23
MBWM	1	B	C	B	B	Banks - Midwest	2022-10-23
MC	5	D	A	F	C	Financial - Investment Bank	2022-10-23
MCB	2	D	F	B	D	Banks - Northeast	2022-10-23
MCBS	None	None	None	None	None	None	2022-10-23
MCD	TimeoutError()
MCFE	TimeoutError()
MCFT	4	A	A	F	A	Leisure and Recreation Products	2022-10-23
MCG	4	C	C	C	C	Internet - Services	2022-10-23
MCHI	TimeoutError()
MCHP	4	C	A	A	A	Semiconductor - Analog and Mixed	2022-10-23
MCHX	3	D	A	A	B	Internet - Services	2022-10-23
MCK	2	A	B	F	B	Medical - Dental Supplies	2022-10-23
MCO	4	F	F	F	F	Financial - Miscellaneous Services	2022-10-23
MCRB	4	F	F	A	F	Medical - Biomedical and Genetics	2022-10-23
MCRI	1	C	B	A	A	Gaming	2022-10-23
MCS	TimeoutError()
MCW	4	D	B	D	C	Consumer Services - Miscellaneous	2022-10-23
MCY	3	A	D	F	C	Insurance - Property and Casualty	2022-10-23
MD	3	A	B	F	B	Medical Services	2022-10-23
MDB	4	F	D	C	F	Internet - Software	2022-10-23
MDC	TimeoutError()
MDGL	TimeoutError()
MDLZ	TimeoutError()
MDRR	None	None	None	None	None	None	2022-10-23
MDRX	3	B	F	F	D	Medical Info Systems	2022-10-23
MDT	4	C	C	B	C	Medical - Products	2022-10-23
MDU	3	B	F	C	D	Utility - Gas Distribution	2022-10-23
MDVL	3	F	C	D	F	Medical Services	2022-10-23
MDWD	TimeoutError()
MDWT	2	C	D	F	F	Financial - Miscellaneous Services	2022-10-23
MDXH	3	F	D	A	D	Medical Services	2022-10-23
MDY	TimeoutError()
MDYG	TimeoutError()
MDYV	TimeoutError()
MEC	3	A	A	A	A	Engineering - R and D Services	2022-10-23
MED	3	A	D	C	B	Food - Miscellaneous	2022-10-23
MEDP	3	C	A	D	B	Medical Services	2022-10-23
MEDS	3	F	A	D	C	Medical Services	2022-10-23
MEG	TimeoutError()
MEIP	2	D	F	B	F	Medical - Drugs	2022-10-23
MELI	3	D	A	D	B	Internet - Commerce	2022-10-23
MEOH	2	A	B	F	A	Chemical - Diversified	2022-10-23
MERC	3	A	A	A	A	Paper and Related Products	2022-10-23
MESA	4	B	C	A	A	Transportation - Airline	2022-10-23
MESO	TimeoutError()
MET	3	A	D	B	B	Insurance - Multi line	2022-10-23
METC	5	B	A	F	A	Coal	2022-10-23
MF	None	None	None	None	None	None	2022-10-23
MFA	5	F	D	F	F	REIT and Equity Trust	2022-10-23
MFC	3	A	D	C	B	Insurance - Life Insurance	2022-10-23
MFG	4	C	F	A	C	Banks - Foreign	2022-10-23
MFGP	3	A	A	B	A	Internet - Software	2022-10-23
MFIN	5	A	C	A	A	Financial - SBIC & Commercial Industry	2022-10-23
MG	None	None	None	None	None	None	2022-10-23
MGA	TimeoutError()
MGC	TimeoutError()
MGEE	TimeoutError()
MGI	3	C	D	C	D	Financial - Miscellaneous Services	2022-10-23
MGIC	3	B	D	D	C	Computer - Software	2022-10-23
MGK	TimeoutError()
MGM	TimeoutError()
MGNI	TimeoutError()
MGNX	3	F	D	A	D	Medical - Products	2022-10-23
MGP	None	None	None	None	None	None	2022-10-23
MGPI	3	C	B	D	C	Food - Miscellaneous	2022-10-23
MGRC	2	C	B	C	B	Financial - Leasing Companies	2022-10-23
MGTA	TimeoutError()
MGTX	TimeoutError()
MGV	TimeoutError()
MGY	3	B	A	F	B	Oil and Gas - Exploration and Production - United States	2022-10-23
MHK	5	B	F	F	D	Textile - Home Furnishing	2022-10-23
MHO	3	A	A	C	A	Building Products - Home Builders	2022-10-23
MIDD	3	B	D	C	C	Manufacturing - General Industrial	2022-10-23
MIDE	TimeoutError()
MIDF	TimeoutError()
MIG	TimeoutError()
MIGI	None	None	None	None	None	None	2022-10-23
MILE	TimeoutError()
MIME	None	None	None	None	None	None	2022-10-23
MIMO	3	D	A	A	B	Communication - Network Software	2022-10-23
MINM	3	D	F	A	D	Communication - Network Software	2022-10-23
MIRM	3	F	F	C	F	Medical - Biomedical and Genetics	2022-10-23
MIST	2	F	C	A	D	Medical - Biomedical and Genetics	2022-10-23
MITK	2	C	C	F	D	Computer - Optical Imaging	2022-10-23
MITO	TimeoutError()
MIXT	3	B	C	B	B	Internet - Software	2022-10-23
MKC	5	F	F	A	F	Food - Miscellaneous	2022-10-23
MKFG	TimeoutError()
MKL	3	A	C	C	B	Insurance - Property and Casualty	2022-10-23
MKSI	4	B	C	D	C	Electronics - Manufacturing Machinery	2022-10-23
MKTW	3	C	A	D	B	Technology Services	2022-10-23
MKTX	3	F	B	A	C	Securities and Exchanges	2022-10-23
ML	3	D	D	D	F	Financial Transaction Services	2022-10-23
MLAB	5	D	D	A	C	Medical - Instruments	2022-10-23
MLCO	3	D	C	A	D	Gaming	2022-10-23
MLI	None	None	None	None	None	None	2022-10-23
MLM	TimeoutError()
MLN	TimeoutError()
MLNK	3	C	F	A	D	Technology Services	2022-10-23
MLSS	None	None	None	None	None	None	2022-10-23
MLVF	2	F	F	A	F	Banks - Northeast	2022-10-23
MMAT	3	F	F	A	F	Electronics - Miscellaneous Components	2022-10-23
MMC	TimeoutError()
MMLP	2	A	A	B	A	Transportation - Shipping	2022-10-23
MMM	3	B	C	D	C	Diversified Operations	2022-10-23
MMMB	TimeoutError()
MMP	3	C	D	A	C	Oil and Gas - Production Pipeline - MLB	2022-10-23
MMS	3	A	F	C	C	Government Services	2022-10-23
MMSI	3	B	A	C	B	Medical - Dental Supplies	2022-10-23
MMX	4	D	C	B	D	Mining - Gold	2022-10-23
MMYT	2	F	A	A	B	Internet - Delivery Services	2022-10-23
MNDT	None	None	None	None	None	None	2022-10-23
MNDY	1	F	C	B	D	Internet - Software	2022-10-23
MNKD	3	D	F	F	F	Medical - Biomedical and Genetics	2022-10-23
MNMD	2	C	B	A	B	Medical - Biomedical and Genetics	2022-10-23
MNPR	3	D	C	D	D	Medical - Biomedical and Genetics	2022-10-23
MNR	None	None	None	None	None	None	2022-10-23
MNRL	1	D	B	B	B	Mining - Miscellaneous	2022-10-23
MNRO	3	B	A	A	A	Consumer Services - Miscellaneous	2022-10-23
MNSB	1	B	D	A	C	Banks - Northeast	2022-10-23
MNSO	2	A	A	D	A	Retail - Apparel and Shoes	2022-10-23
MNST	4	F	D	D	F	Beverages - Soft drinks	2022-10-23
MNTK	TimeoutError()
MNTS	3	F	D	B	F	Aerospace - Defense	2022-10-23
MNTV	3	D	B	C	C	Computers - IT Services	2022-10-23
MNTX	4	C	B	A	B	Manufacturing - General Industrial	2022-10-23
MO	3	C	C	B	C	Tobacco	2022-10-23
MOD	3	A	A	C	A	Automotive - Original Equipment	2022-10-23
MODN	3	D	A	D	C	Internet - Software	2022-10-23
MODV	3	A	D	B	B	Medical Services	2022-10-23
MOFG	3	A	C	C	B	Banks - Midwest	2022-10-23
MOG.A	4	B	A	D	A	Aerospace - Defense Equipment	2022-10-23
MOGO	3	F	C	A	D	Technology Services	2022-10-23
MOH	2	A	A	D	A	Medical - HMOs	2022-10-23
MOLN	3	C	F	F	D	Medical - Biomedical and Genetics	2022-10-23
MOMO	1	A	D	A	B	Internet - Software	2022-10-23
MOR	3	F	F	D	F	Medical - Biomedical and Genetics	2022-10-23
MORF	1	F	D	B	F	Medical - Biomedical and Genetics	2022-10-23
MORT	TimeoutError()
MOS	4	A	A	D	A	Fertilizers	2022-10-23
MOTS	3	F	C	A	D	Medical Info Systems	2022-10-23
MOV	TimeoutError()
MP	3	D	A	F	C	Mining - Miscellaneous	2022-10-23
MPAA	3	A	D	D	C	Automotive - Replacement Parts	2022-10-23
MPB	3	C	D	A	B	Banks - Northeast	2022-10-23
MPC	2	A	A	A	A	Oil and Gas - Refining and Marketing	2022-10-23
MPLX	3	B	B	F	B	Oil and Gas - Production and Pipelines	2022-10-23
MPW	3	B	D	A	B	REIT and Equity Trust - Other	2022-10-23
MPWR	3	D	A	C	C	Semiconductor - Analog and Mixed	2022-10-23
MQ	TimeoutError()
MRBK	1	A	D	C	B	Banks - Northeast	2022-10-23
MRC	2	B	B	F	C	Steel - Pipe and Tube	2022-10-23
MRCC	TimeoutError()
MRCY	5	F	F	D	F	Computer - Peripheral Equipment	2022-10-23
MREO	3	B	F	C	D	Medical - Biomedical and Genetics	2022-10-23
MRK	3	B	C	C	B	Large Cap Pharmaceuticals	2022-10-23
MRKR	3	F	B	B	D	Medical - Drugs	2022-10-23
MRNA	3	A	C	C	A	Medical - Biomedical and Genetics	2022-10-23
MRNS	4	F	F	A	F	Medical - Drugs	2022-10-23
MRO	TimeoutError()
MRSN	2	F	D	D	F	Medical - Biomedical and Genetics	2022-10-23
MRTN	4	C	A	C	A	Transportation - Truck	2022-10-23
MRTX	3	F	F	A	F	Medical - Biomedical and Genetics	2022-10-23
MRUS	TimeoutError()
MRVI	3	B	A	A	A	Medical - Products	2022-10-23
MRVL	3	C	A	F	B	Technology Services	2022-10-23
MS	TimeoutError()
MSA	2	D	C	C	C	Security and Safety Services	2022-10-23
MSBI	3	A	C	B	A	Banks - Northeast	2022-10-23
MSCI	TimeoutError()
MSEX	3	F	D	A	D	Utility - Water Supply	2022-10-23
MSFT	3	C	B	F	D	Computer - Software	2022-10-23
MSGE	3	B	A	D	A	Leisure and Recreation Services	2022-10-23
MSGM	3	F	C	D	F	Gaming	2022-10-23
MSGS	TimeoutError()
MSI	3	C	D	C	D	Wireless Equipment	2022-10-23
MSM	3	B	B	B	A	Industrial Services	2022-10-23
MSP	None	None	None	None	None	None	2022-10-23
MSTR	3	F	F	F	F	Computer - Software	2022-10-23
MT	4	A	B	F	A	Steel - Producers	2022-10-23
MTB	3	B	C	D	C	Banks - Major Regional	2022-10-23
MTBC	2	A	A	D	A	Medical Info Systems	2022-10-23
MTCH	3	C	B	B	B	Internet - Commerce	2022-10-23
MTCR	3	D	B	B	C	Medical - Biomedical and Genetics	2022-10-23
MTD	3	D	B	D	C	Instruments - Scientific	2022-10-23
MTDR	TimeoutError()
MTEM	3	F	F	D	F	Medical - Drugs	2022-10-23
MTG	1	A	D	A	B	Insurance - Multi line	2022-10-23
MTH	4	B	F	B	C	Building Products - Home Builders	2022-10-23
MTLS	3	C	B	C	B	Internet - Software	2022-10-23
MTN	3	C	C	A	B	Leisure and Recreation Services	2022-10-23
MTNB	TimeoutError()
MTOR	None	None	None	None	None	None	2022-10-23
MTRN	3	B	A	A	A	Mining - Miscellaneous	2022-10-23
MTRX	3	D	B	A	B	Oil and Gas - Mechanical and and Equipment	2022-10-23
MTSI	3	C	B	F	D	Semiconductor - Analog and Mixed	2022-10-23
MTTR	3	F	C	C	F	Technology Services	2022-10-23
MTW	3	A	F	D	C	Manufacturing - Construction and Mining	2022-10-23
MTX	5	C	C	C	C	Chemical - Specialty	2022-10-23
MTZ	3	B	D	D	D	Building Products - Heavy Construction	2022-10-23
MU	3	B	B	F	C	Semiconductor Memory	2022-10-23
MUB	TimeoutError()
MUFG	4	C	F	A	D	Banks - Foreign	2022-10-23
MUR	3	B	A	F	B	Oil and Gas - Exploration and Production - United States	2022-10-23
MUSA	1	B	B	A	A	Oil and Gas - Refining and Marketing	2022-10-23
MUST	TimeoutError()
MUX	3	F	D	D	F	Mining - Miscellaneous	2022-10-23
MVBF	TimeoutError()
MVIS	3	F	F	D	F	Lasers Systems and Components	2022-10-23
MVST	3	F	F	C	F	Technology Services	2022-10-23
MWA	3	B	C	C	B	Steel - Pipe and Tube	2022-10-23
MX	3	A	D	B	B	Semiconductor - Analog and Mixed	2022-10-23
MXCT	4	F	D	B	F	Medical - Biomedical and Genetics	2022-10-23
MXL	3	B	A	A	A	Semiconductor - Analog and Mixed	2022-10-23
MYE	TimeoutError()
MYFW	TimeoutError()
MYGN	3	C	F	F	F	Medical - Biomedical and Genetics	2022-10-23
MYNA	3	F	F	C	F	Communication - Components	2022-10-23
MYO	3	F	B	D	D	Medical - Products	2022-10-23
MYOV	3	D	F	C	F	Medical - Biomedical and Genetics	2022-10-23
MYPS	1	C	A	D	B	Gaming	2022-10-23
MYRG	3	B	B	B	A	Electric Construction	2022-10-23
MYSZ	3	F	D	D	F	Internet - Software	2022-10-23
MYTE	TimeoutError()
NABL	3	D	C	B	C	Technology Services	2022-10-23
NACP	TimeoutError()
NAK	TimeoutError()
NAPA	TimeoutError()
NARI	3	D	C	C	D	Medical - Instruments	2022-10-23
NAT	1	F	C	F	F	Transportation - Shipping	2022-10-23
NATI	1	D	F	F	F	Electronics - Testing Equipment	2022-10-23
NAUT	TimeoutError()
NAVB	None	None	None	None	None	None	2022-10-23
NAVI	3	B	F	F	F	Financial - Consumer Loans	2022-10-23
NBEV	TimeoutError()
NBHC	2	B	B	B	B	Banks - Southeast	2022-10-23
NBIX	3	C	C	B	C	Medical - Drugs	2022-10-23
NBR	2	A	A	C	A	Oil and Gas - Drilling	2022-10-23
NBRV	TimeoutError()
NBSE	2	D	D	A	D	Medical - Biomedical and Genetics	2022-10-23
NBTB	2	C	D	B	C	Banks - Northeast	2022-10-23
NBTX	TimeoutError()
NBY	4	F	F	A	F	Medical - Drugs	2022-10-23
NCBS	TimeoutError()
NCLH	3	F	B	F	D	Leisure and Recreation Services	2022-10-23
NCMI	3	D	D	C	D	Advertising and Marketing	2022-10-23
NCNA	2	C	C	C	C	Medical - Biomedical and Genetics	2022-10-23
NCNO	2	F	D	D	F	Internet - Software	2022-10-23
NCR	3	A	C	F	B	Computer - Integrated Systems	2022-10-23
NDAQ	TimeoutError()
NDLS	2	B	B	F	B	Retail - Restaurants	2022-10-23
NDRA	3	F	C	D	F	Medical - Instruments	2022-10-23
NDSN	3	D	C	D	D	Manufacturing - General Industrial	2022-10-23
NECB	TimeoutError()
NEE	2	D	C	B	C	Utility - Electric Power	2022-10-23
NEM	3	C	C	F	D	Mining - Miscellaneous	2022-10-23
NEO	TimeoutError()
NEOG	3	B	D	D	C	Medical - Products	2022-10-23
NEP	2	B	B	C	A	Alternative Energy - Other	2022-10-23
NEPH	3	D	B	D	C	Medical - Products	2022-10-23
NEPT	None	None	None	None	None	None	2022-10-23
NERV	3	C	A	A	A	Medical - Drugs	2022-10-23
NESR	TimeoutError()
NET	4	F	A	D	D	Internet - Software	2022-10-23
NETI	TimeoutError()
NETL	TimeoutError()
NEWR	3	D	A	D	B	Internet - Software	2022-10-23
NEWT	3	C	F	C	F	Financial - SBIC & Commercial Industry	2022-10-23
NEX	1	B	A	A	A	Oil and Gas - Field Services	2022-10-23
NEXA	3	A	A	B	A	Mining - Miscellaneous	2022-10-23
NEXI	3	D	D	D	F	Medical - Biomedical and Genetics	2022-10-23
NEXT	TimeoutError()
NFBK	2	C	F	A	D	Financial - Savings and Loan	2022-10-23
NFE	3	D	A	A	A	Oil and Gas - Integrated - International	2022-10-23
NFG	1	B	B	D	B	Utility - Gas Distribution	2022-10-23
NFLX	3	C	C	B	C	Broadcast Radio and Television	2022-10-23
NFRA	TimeoutError()
NFTY	TimeoutError()
NG	3	D	C	D	D	Mining - Gold	2022-10-23
NGD	3	B	B	F	B	Mining - Gold	2022-10-23
NGE	TimeoutError()
NGG	4	C	C	B	C	Utility - Electric Power	2022-10-23
NGL	2	A	B	A	A	Oil and Gas - Refining and Marketing - Master Limited Partnerships	2022-10-23
NGM	2	F	F	A	F	Medical - Biomedical and Genetics	2022-10-23
NGMS	3	C	D	A	C	Gaming	2022-10-23
NGVT	3	B	B	C	B	Chemical - Specialty	2022-10-23
NH	3	F	D	F	F	Medical Info Systems	2022-10-23
NHI	3	D	C	B	C	REIT and Equity Trust - Other	2022-10-23
NI	4	C	D	A	C	Utility - Electric Power	2022-10-23
NIB	TimeoutError()
NICE	3	D	C	C	C	Internet - Software	2022-10-23
NIFE	TimeoutError()
NINE	2	C	C	A	C	Oil and Gas - Field Services	2022-10-23
NIO	TimeoutError()
NIU	3	A	A	C	A	Automotive - Original Equipment	2022-10-23
NJR	2	C	D	D	D	Utility - Gas Distribution	2022-10-23
NKE	5	F	D	F	F	Shoes and Retail Apparel	2022-10-23
NKLA	4	F	F	F	F	Automotive - Domestic	2022-10-23
NKSH	TimeoutError()
NKTR	3	F	C	C	F	Medical - Drugs	2022-10-23
NKTX	3	F	D	F	F	Medical - Biomedical and Genetics	2022-10-23
NKX	TimeoutError()
NLOK	2	C	B	D	B	Security and Safety Services	2022-10-23
NLS	4	F	B	C	D	Retail - Mail Order	2022-10-23
NLSN	3	A	A	A	A	Business - Information Services	2022-10-23
NLSP	None	None	None	None	None	None	2022-10-23
NLTX	TimeoutError()
NLY	3	A	D	C	B	REIT and Equity Trust	2022-10-23
NLY-G	TimeoutError()
NMFC	3	F	F	A	F	Financial - SBIC & Commercial Industry	2022-10-23
NMG	3	F	B	B	C	Mining - Miscellaneous	2022-10-23
NMI	TimeoutError()
NMIH	TimeoutError()
NMM	3	A	C	D	A	Transportation - Shipping	2022-10-23
NMR	5	F	F	B	F	Financial - Investment Bank	2022-10-23
NMRK	3	A	A	F	A	Real Estate - Operations	2022-10-23
NMTR	4	F	C	A	C	Medical - Biomedical and Genetics	2022-10-23
NN	3	F	D	F	F	Technology Services	2022-10-23
NNBR	None	None	None	None	None	None	2022-10-23
NNN	4	D	D	A	D	REIT and Equity Trust - Retail	2022-10-23
NNOX	3	F	F	C	F	Technology Services	2022-10-23
NOA	4	A	C	F	B	Building Products - Heavy Construction	2022-10-23
NOAH	5	A	D	C	C	Financial - Investment Management	2022-10-23
NOBL	TimeoutError()
NOC	4	C	F	B	D	Aerospace - Defense	2022-10-23
NOG	2	B	A	F	B	Oil and Gas - Exploration and Production - United States	2022-10-23
NOK	3	A	D	B	B	Wireless Equipment	2022-10-23
NOMD	3	A	F	B	B	Food - Miscellaneous	2022-10-23
NORW	TimeoutError()
NOTV	3	B	F	D	D	Medical - Drugs	2022-10-23
NOV	2	C	D	B	C	Technology Services	2022-10-23
NOVA	3	F	F	A	F	Solar	2022-10-23
NOVT	3	D	B	C	C	Electronics - Miscellaneous Components	2022-10-23
NOW	3	D	B	D	D	Computers - IT Services	2022-10-23
NPCE	TimeoutError()
NPO	3	B	B	D	B	Manufacturing - General Industrial	2022-10-23
NPTN	None	None	None	None	None	None	2022-10-23
NR	None	None	None	None	None	None	2022-10-23
NRBO	3	F	C	B	D	Medical - Biomedical and Genetics	2022-10-23
NRDS	TimeoutError()
NRDY	TimeoutError()
NREF	4	C	F	D	D	REIT and Equity Trust	2022-10-23
NRG	2	A	B	A	A	Utility - Electric Power	2022-10-23
NRIM	2	C	F	D	D	Banks - West	2022-10-23
NRIX	2	F	F	C	F	Medical - Biomedical and Genetics	2022-10-23
NRZ	None	None	None	None	None	None	2022-10-23
NS	2	B	F	A	B	Oil and Gas - Production Pipeline - MLB	2022-10-23
NSA	3	C	B	C	B	REIT and Equity Trust - Other	2022-10-23
NSC	TimeoutError()
NSIT	1	B	D	D	D	Retail - Mail Order	2022-10-23
NSP	3	B	B	B	A	Staffing Firms	2022-10-23
NSR	None	None	None	None	None	None	2022-10-23
NSSC	2	D	C	B	D	Security and Safety Services	2022-10-23
NSTD=	None	None	None	None	None	None	2022-10-23
NSTG	4	F	C	A	C	Medical - Products	2022-10-23
NTAP	3	B	B	A	A	Computer- Storage Devices	2022-10-23
NTB	1	D	D	A	D	Banks - Foreign	2022-10-23
NTCO	3	B	C	F	C	Cosmetics	2022-10-23
NTCT	3	C	B	C	C	Computer - Networking	2022-10-23
NTES	3	B	B	A	A	Internet - Software and Services	2022-10-23
NTEST.B	TimeoutError()
NTGR	3	B	C	B	B	Computer - Networking	2022-10-23
NTIC	3	C	F	B	D	Chemical - Diversified	2022-10-23
NTLA	2	F	F	B	F	Medical - Biomedical and Genetics	2022-10-23
NTNX	1	F	A	D	C	Computers - IT Services	2022-10-23
NTR	3	A	A	D	A	Fertilizers	2022-10-23
NTRA	3	F	C	D	F	Medical Services	2022-10-23
NTRS	5	F	F	B	F	Banks - Major Regional	2022-10-23
NTSI	TimeoutError()
NTST	4	F	C	C	D	REIT and Equity Trust - Other	2022-10-23
NTSX	None	None	None	None	None	None	2022-10-23
NTUS	None	None	None	None	None	None	2022-10-23
NU	3	D	C	D	D	Technology Services	2022-10-23
NUAN	None	None	None	None	None	None	2022-10-23
NUBD	TimeoutError()
NUDM	TimeoutError()
NUE	3	A	A	D	A	Steel - Producers	2022-10-23
NUEM	TimeoutError()
NUHY	None	None	None	None	None	None	2022-10-23
NULC	TimeoutError()
NULG	TimeoutError()
NULV	TimeoutError()
NUMG	TimeoutError()
NUMV	TimeoutError()
NUS	4	B	B	F	B	Cosmetics	2022-10-23
NUSC	TimeoutError()
NUSI	TimeoutError()
NUVA	3	B	C	B	A	Medical - Products	2022-10-23
NUVB	2	B	F	C	D	Medical - Biomedical and Genetics	2022-10-23
NUVL	3	C	C	B	B	Medical - Biomedical and Genetics	2022-10-23
NUW	TimeoutError()
NUWE	TimeoutError()
NVAX	5	F	F	D	F	Medical - Biomedical and Genetics	2022-10-23
NVCN	3	F	F	C	F	Medical - Instruments	2022-10-23
NVCR	TimeoutError()
NVDA	3	D	B	F	D	Semiconductor - General	2022-10-23
NVEE	3	B	B	D	B	Consulting Services	2022-10-23
NVEI	3	C	C	F	C	Financial Transaction Services	2022-10-23
NVGS	2	C	A	C	B	Transportation - Shipping	2022-10-23
NVMI	3	C	C	A	C	Electronics - Semiconductors	2022-10-23
NVNO	TimeoutError()
NVO	4	C	A	D	B	Large Cap Pharmaceuticals	2022-10-23
NVR	5	D	C	C	D	Building Products - Home Builders	2022-10-23
NVRO	2	D	B	B	C	Medical - Instruments	2022-10-23
NVS	3	A	D	C	C	Large Cap Pharmaceuticals	2022-10-23
NVSAU	TimeoutError()
NVST	4	B	C	D	C	Medical - Products	2022-10-23
NVT	4	C	C	A	C	Electronics - Miscellaneous Components	2022-10-23
NVTA	3	F	C	A	D	Medical Info Systems	2022-10-23
NVTS	4	F	F	A	F	Electronics - Semiconductors	2022-10-23
NVTSW	TimeoutError()
NVVE	3	F	D	A	F	Automotive - Original Equipment	2022-10-23
NWBI	1	D	F	B	F	Financial - Savings and Loan	2022-10-23
NWE	TimeoutError()
NWG	3	A	B	B	A	Banks - Foreign	2022-10-23
NWL	4	B	F	D	D	Consumer Products - Staples	2022-10-23
NWLI	None	None	None	None	None	None	2022-10-23
NWN	3	B	C	A	B	Utility - Gas Distribution	2022-10-23
NWPX	3	B	A	A	A	Metal Products - Procurement and Fabrication	2022-10-23
NWSA	2	A	B	D	A	Film and Television Production and Distribution	2022-10-23
NX	3	A	B	B	A	Building Products - Miscellaneous	2022-10-23
NXC	TimeoutError()
NXDT	None	None	None	None	None	None	2022-10-23
NXDT-A	TimeoutError()
NXE	3	D	D	C	F	Mining - Miscellaneous	2022-10-23
NXGN	3	B	D	A	C	Medical Info Systems	2022-10-23
NXPI	4	C	B	A	A	Semiconductor - Analog and Mixed	2022-10-23
NXRT	3	C	B	F	C	REIT and Equity Trust - Residential	2022-10-23
NXST	3	A	C	C	A	Broadcast Radio and Television	2022-10-23
NXTC	2	F	D	A	D	Medical - Biomedical and Genetics	2022-10-23
NXTG	TimeoutError()
NXTP	2	F	B	B	D	Gaming	2022-10-23
NXU	TimeoutError()
NYC	2	C	D	C	D	REIT and Equity Trust - Retail	2022-10-23
NYCB	TimeoutError()
NYCB-A	TimeoutError()
NYF	TimeoutError()
NYMT	5	F	D	F	F	REIT and Equity Trust	2022-10-23
NYMTZ	TimeoutError()
NYT	2	D	F	C	D	Publishing - Newspapers	2022-10-23
NYXH	3	F	F	A	F	Medical Info Systems	2022-10-23
NZF	TimeoutError()
O	3	D	B	F	D	REIT and Equity Trust - Retail	2022-10-23
OAK-A	TimeoutError()
OAS	None	None	None	None	None	None	2022-10-23
OB	3	B	C	F	C	Technology Services	2022-10-23
OBLG	3	F	B	B	D	Internet - Software	2022-10-23
OBNK	TimeoutError()
OBSV	1	F	B	C	D	Medical - Biomedical and Genetics	2022-10-23
